id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38585,Charming Victorian home - twin beds + breakfast,165529,Evelyne,,28804,35.65146,-82.62792,Private room,55,2,137,2019-11-11,1.24,1,64
80905,French Chic Loft,427027,Celeste,,28801,35.5974,-82.55498,Entire home/apt,765,1,102,2019-11-10,1.02,10,347
108061,"Walk downtown or UNCA, Pets OK!",320564,Lisa,,28801,35.6067,-82.55563,Entire home/apt,75,30,88,2019-10-09,0.88,2,210
155305,Cottage! BonPaul + Sharky's Hostel,746673,BonPaul,,28806,35.57972,-82.59617,Entire home/apt,107,1,227,2019-11-18,2.24,7,347
156805,"Private Room ""Ader"" at BPS Hostel",746673,BonPaul,,28806,35.57755,-82.59697,Private room,71,1,64,2019-11-02,0.64,7,345
156926,"Mixed Dorm ""Top Bunk #1"" at BPS Hostel",746673,BonPaul,,28806,35.57776,-82.595,Shared room,26,1,284,2019-11-22,2.83,7,355
160594,Historic Grove Park,769252,Elizabeth,,28801,35.61442,-82.54127,Private room,125,30,58,2015-10-19,0.57,1,365
189916,The Very Best Location Downtown,916386,Amy,,28801,35.59055,-82.55447,Private room,127,2,143,2015-08-16,1.43,1,331
209068,Terrace Cottage,1029919,Kevin,,28804,35.61856,-82.55276,Entire home/apt,134,30,53,2018-10-31,0.53,1,347
213006,Blue Gate West,1098412,Susanne,,28806,35.58345,-82.59713,Private room,59,2,136,2019-11-09,1.49,1,316
246315,Asheville Dreamer's Cabin,1292070,Annie,,28805,35.59635,-82.50655,Private room,65,3,57,2019-10-30,0.59,2,87
259576,"Private, peaceful, and free goat therapy",1362726,Julia,,28805,35.61929,-82.48114,Entire home/apt,74,2,508,2019-11-24,5.23,2,292
295496,The Fern Street Apt near Biltmore,1501882,Debbie,,28803,35.55537,-82.53539,Entire home/apt,50,28,31,2019-06-14,0.32,1,262
304379,REFOCUS COTTAGE- available April 30th,1566145,Gayle,,28804,35.64453,-82.52586,Entire home/apt,189,30,24,2019-08-03,0.26,2,365
353092,ATHENA'S LOFT:  Find yourself here!,1788071,Beth,,28806,35.58217,-82.59997,Entire home/apt,76,1,489,2019-11-17,6.42,1,344
427497,Luxurious Mountain Guest Suite Apartment,1909922,Milan,,28803,35.49111,-82.48438,Entire home/apt,125,2,34,2018-07-07,0.39,1,357
433646,Historic Arts and Craft Home,1931430,Ana,,28801,35.57771,-82.56094,Private room,115,2,96,2019-10-14,1.05,3,329
483384,"Romantic, Moroccan-Influenced Cottage",467421,Camille,,28803,35.56118,-82.57784,Entire home/apt,115,1,417,2019-11-25,6.63,1,0
495111,Walk Downtown private bath peaceful,12874214,David,,28801,35.60313,-82.55552,Private room,95,1,314,2019-11-24,3.47,3,354
498089,Urban Getaway - Perfect Location,2164379,Anne Marie,,28801,35.61115,-82.54376,Entire home/apt,47,30,129,2016-11-27,1.42,1,98
539020,Comfy/quiet West Asheville getaway,2647849,Kim,,28806,35.57318,-82.59976,Entire home/apt,100,2,185,2019-11-17,2.07,1,338
563189,The Keep is The Best!,1353021,Robyn,,28803,35.57398,-82.54488,Private room,60,2,193,2019-11-10,2.15,1,41
612660,Charming West Asheville Bungalow Monthly Rental,3039083,Chloe,,28806,35.57901,-82.58887,Entire home/apt,130,30,67,2018-09-30,0.76,2,0
621243,The birdhouse.Sweet suite! Downtown Roof top deck!,3079174,Molly,,28801,35.60418,-82.54964,Entire home/apt,118,1,60,2019-10-21,2.91,1,169
634319,Private Asheville Cabin Apartment,1202653,Jim And Jan,,28805,35.62839,-82.47989,Entire home/apt,150,3,30,2019-09-01,0.35,1,311
660702,Private Home 1 mile to downtown,3335271,Brady,,28804,35.62166,-82.55373,Entire home/apt,75,1,389,2019-11-11,8.43,1,354
674894,Lovely mountain home with a view!,614610,Linda,,28805,35.62272,-82.50285,Private room,49,2,171,2019-11-10,2.13,2,362
695196,"Private, Downtown & River Arts",3552264,Michelle,,28801,35.58037,-82.5578,Private room,49,1,907,2019-11-13,10.40,2,339
720609,City Vibe Loft,427027,Celeste,,28801,35.59823,-82.55251,Entire home/apt,309,1,76,2019-11-17,0.88,10,353
723349,#2 Blue Ridge Room at Oakland Cottage B&B,3736218,Mary,,28801,35.57436,-82.55623,Private room,171,2,5,2019-10-09,0.08,7,58
723410,Asheville Mountain Vista 3mi to Downtown Asheville,3736218,Mary,,28804,35.62859,-82.5186,Entire home/apt,350,3,5,2019-08-25,0.06,7,233
731073,New Home in Quiet Historic Montford,3803669,Jo,,28801,35.60253,-82.56904,Entire home/apt,199,2,62,2019-07-07,0.72,1,0
751963,Come Home in West Asheville!,3920284,Lauralee,,28806,35.57805,-82.58342,Entire home/apt,99,1,100,2018-10-28,1.24,1,300
840696,❤VIEWS! Luxury home near DOWNTOWN close 2 Biltmore,4390477,Michael,,28801,35.58395,-82.56161,Entire home/apt,224,2,350,2019-11-17,4.16,1,336
846221,Town and Mountain Peaceful Retreat,4418555,Bart,,28804,35.64271,-82.51219,Entire home/apt,137,2,104,2019-11-10,1.28,1,360
874008,"Sunset Cottage - year round views, 3 mi to DT AVL",3736218,Mary,,28804,35.63012,-82.5183,Entire home/apt,175,3,0,,,7,271
875735,Asheville artist  bungalow. 3 minutes to downtown,4632589,Jason,,28805,35.58617,-82.50657,Private room,65,1,104,2019-11-24,1.34,1,361
881707,West A'ville sanctuary in the trees,4664726,Jakub & Maria,,28806,35.56893,-82.59475,Entire home/apt,95,3,524,2019-11-24,7.00,1,284
942934,"""ZenShe"" Private Guest Quarters",5100332,Pat,,28806,35.57312,-82.59092,Private room,62,1,460,2019-11-18,5.63,1,172
943832,"Asheville Cottage, Walk To Town, 30 Days",5107042,Terri,,28801,35.6117,-82.57668,Entire home/apt,225,3,102,2019-11-03,1.29,1,335
971003,Montford Home 1.5 mi to DownTown,5306734,Tammy,,28801,35.60423,-82.57154,Entire home/apt,160,3,150,2019-11-17,1.87,1,152
976034,Urban Peace 5 ml from Downtown AVL,5340154,Ar,,28803,35.55544,-82.48361,Entire home/apt,145,2,163,2019-05-27,2.01,1,0
977054,The Cottage In Asheville,4302936,Anne & Joe,,28804,35.6157,-82.55594,Entire home/apt,130,30,80,2019-11-03,1.00,1,0
990426,City Centre Loft - Indoor Swing + Artist Residency,427027,Celeste,,28801,35.59858,-82.55464,Entire home/apt,355,1,62,2019-10-13,0.81,10,356
992821,Serene West Asheville Home,5452427,Izaak,,28715,35.56922,-82.64731,Entire home/apt,95,2,71,2019-11-10,0.89,2,81
1039028,The Cottage on Parkway Loop,4143638,Tim And Muffi,,28803,35.55144,-82.49132,Entire home/apt,90,2,191,2019-11-26,2.44,2,0
1066156,Blend City and Country at Lucky W Cottage,4834939,Jessica,,28804,35.6461,-82.51605,Entire home/apt,135,2,450,2019-11-11,5.60,2,333
1127777,"Modern Meets Zen, Rest & Restore - West Asheville",6187751,Hun,,28806,35.57381,-82.59377,Private room,60,1,247,2019-11-04,3.16,1,174
1151149,Private Retreat Near Downtown,6297275,Lou Ella,,28805,35.5877,-82.49744,Private room,72,2,88,2016-12-04,1.51,1,0
1198090,"Sunny, New, Walkable W.AVL-2.5 Miles to Downtown!",6559591,Gennell,,28806,35.57299,-82.57666,Entire home/apt,85,2,92,2019-11-18,1.16,1,339
1202777,"Relaxing, Family Mtn Home",1989209,Devon,,28704,35.47578,-82.49685,Entire home/apt,250,2,7,2018-12-30,0.13,1,331
1212352,Downtown Get Around #1,6618494,Reid,,28801,35.59942,-82.56189,Entire home/apt,110,30,255,2019-11-01,3.31,3,90
1219374,"Kickback, Relax in a Private Suite with a Simple Breakfast",1286364,Brenda,,28801,35.60622,-82.56569,Private room,85,2,167,2019-11-25,4.38,1,315
1223655,Handsome Chic Loft Downtown,427027,Celeste,,28801,35.5967,-82.55577,Entire home/apt,765,1,60,2019-09-01,0.78,10,349
1223683,xo Loft,427027,Celeste,,28801,35.59836,-82.55631,Entire home/apt,355,2,88,2019-11-10,1.27,10,355
1235531,"BEST DEAL!  Affordable, Clean & Deluxe",5079854,Rebecca,,28704,35.4703,-82.51606,Private room,89,3,20,2019-10-28,0.32,1,365
1297717,"Lovely, peaceful mountain retreat",614610,Linda,,28805,35.62277,-82.50215,Entire home/apt,57,2,103,2018-07-24,1.34,2,300
1312301,Mid Century Modern Basement Apt..,7130739,Marta,,28805,35.58247,-82.49987,Entire home/apt,79,2,80,2019-11-15,1.03,1,328
1325364,West Asheville Townhouse,7193579,Julie,,28806,35.57827,-82.58891,Private room,75,1,525,2019-11-22,8.56,1,348
1332684,Sweet Studio - Walk West Asheville,2799158,Kari,,28806,35.5834,-82.59126,Entire home/apt,90,2,477,2019-11-12,6.24,1,0
1373040,"Mtn Sunset, Walk to Downtown, Private room.",7308139,Rebecca,,28801,35.59223,-82.54798,Private room,88,1,327,2019-11-19,4.22,1,59
1392363,Explorers Retreat 2 Miles to Downtown Asheville,7527127,Theo,,28804,35.62447,-82.57928,Entire home/apt,115,3,28,2019-11-11,1.75,3,161
1393012,HUGE SUITE (king bed) & huge bath-PRIVATE ACCESS,7523601,Karen,,28704,35.46158,-82.53984,Private room,80,1,83,2019-11-10,1.12,1,362
1421061,Garden studio between Asheville +  Biltmore Estate,483350,Emilio And Kate,,28803,35.57597,-82.53695,Entire home/apt,125,2,120,2019-10-27,1.56,1,0
1441145,Location Location Location,5761783,Paul And Meg,,28801,35.60297,-82.55898,Private room,118,2,214,2019-11-10,2.79,1,124
1475299,REFOCUS FIVE - Spectacular Fall Color now!,1566145,Gayle,,28804,35.64455,-82.52651,Entire home/apt,289,30,23,2019-09-07,0.31,2,341
1497710,1BR btwn D-town & WAVL w/ hot tub,2326321,Jeff & Ann-Marie,,28806,35.57145,-82.57502,Private room,125,2,154,2019-07-28,2.01,1,0
1563004,Sunny Sublet in Intentional Community,8316714,Sivanne,,28806,35.57279,-82.60014,Private room,50,1,0,,,1,43
1569954,Charming cottage bordered by stream,8348149,Deborah,,28801,35.61156,-82.55237,Private room,70,30,39,2015-11-02,0.52,1,364
1571095,Perfectly Located Studio Apartment In Asheville,8345942,Sherry,,28803,35.57357,-82.53846,Entire home/apt,75,2,82,2019-11-17,2.27,1,49
1574329,#7 Rose Room - Oakland Cottage B&B,3736218,Mary,,28801,35.5741,-82.55677,Private room,150,2,2,2019-11-25,0.04,7,331
1577750,3 blocks to Biltmore's Downton Abbey exhibit.,8386107,Cindi,,28803,35.55981,-82.53563,Private room,44,1,277,2019-11-24,3.69,1,359
1578831,Downtown Get Around  # 2,6618494,Reid,,28801,35.60603,-82.55362,Entire home/apt,89,30,213,2019-09-02,2.81,3,72
1586906,"Hidden treasure near Downtown, UNCA",5601328,Mary,,28801,35.60823,-82.56212,Private room,80,2,199,2019-11-04,2.65,1,325
1661502,Know ASL? Eco CoHousing Cmty. Efficiency Sublet,1321332,Tara Jill,,28806,35.57436,-82.59855,Private room,44,10,2,2017-05-10,0.03,1,17
1684109,10 Minutes to Downtown  Epic Views!,4117051,Louise And Steve,,28805,35.60687,-82.48733,Entire home/apt,275,3,106,2019-11-24,1.42,3,336
1728187,"Welcoming walkable North Asheville, Pets OK",320564,Lisa,,28801,35.60685,-82.55687,Entire home/apt,150,30,51,2019-02-23,0.77,2,184
1768955,Furnished Apartment Walk to Downtown 30 day min,12874214,David,,28801,35.60459,-82.55683,Entire home/apt,45,29,53,2018-07-31,0.71,3,275
1785262,Bright Efficiency in West Asheville,5564999,Breccia,,28806,35.58713,-82.57521,Entire home/apt,87,2,308,2019-11-17,4.17,2,158
1827412,Downtown Asheville Classic Style - Great Value!-#9,7625694,John,,28801,35.59224,-82.5512,Private room,89,1,404,2019-11-11,5.71,7,337
1843828,"HOME, INDOOR POOL, NEAR IT ALL",9617701,Diane & Dick,,28804,35.64752,-82.5309,Entire home/apt,250,2,85,2019-11-17,1.18,1,351
1852818,5 Star Garden Cottage Retreat,9674379,Lauren,,28801,35.61295,-82.54775,Entire home/apt,60,30,93,2019-02-07,1.27,1,348
1950593,Crescent Moon Cottage - W/Asheville,6510905,Cristina And Hal,,28806,35.59444,-82.58945,Entire home/apt,109,2,409,2019-11-06,6.18,2,50
1956037,"Updated Bungalow, Asheville -  2+ Bdrm",10110069,Ginger,,28804,35.61768,-82.55927,Entire home/apt,130,14,120,2019-10-23,1.64,1,338
2011367,Charming and Convenient 1 BR Apt.,10349105,"Roxanne, Manager",,28801,35.59986,-82.54459,Entire home/apt,79,2,189,2019-11-11,2.61,1,76
2014453,"Nature Lover's Retreat, West Asheville",6510905,Cristina And Hal,,28806,35.59357,-82.58993,Entire home/apt,99,2,530,2019-11-11,7.35,2,152
2072026,"2.5 mile 2 dntwn Suite: Sunny, Big, Clean, Pets OK",8533528,Susan,,28804,35.63647,-82.54949,Entire home/apt,89,2,256,2019-11-11,3.64,1,348
2108335,Bodacious Downtown Bungalow,3383961,Diane,,28801,35.58601,-82.55628,Entire home/apt,165,2,283,2019-11-03,3.93,2,334
2142139,Spacious Room in West Asheville,5564999,Breccia,,28806,35.58692,-82.57496,Private room,60,3,125,2019-10-06,1.96,2,41
2165569,Downtown Asheville Deal! Monthly rental.,1457357,Chelsea,,28801,35.60582,-82.54795,Entire home/apt,50,30,161,2018-09-03,2.30,1,56
2176375,Simple Little Guest House,11100294,Jane,,28806,35.56778,-82.58778,Entire home/apt,45,29,205,2019-11-20,2.91,1,245
2209375,Location~Location 2/1 Bungalow walk to everything!,2596933,B,,28801,35.6013,-82.55634,Entire home/apt,199,1,138,2019-10-15,2.03,1,56
2213748,SUNSET SUITE IN LUX VILLA ~ DWTN 2M ~ WILDLIFE,1994122,Marc & Fay,,28805,35.60722,-82.53155,Private room,30,30,250,2019-09-21,3.60,9,157
2214960,"CityCHIC, Romantic, FIREPLACE, Kbed,  #1 Locay!",11297481,Julie,,28801,35.61054,-82.55334,Entire home/apt,95,1,210,2019-11-18,3.11,2,31
2222067,Sassy Blue Room in Southslope,11336944,Sharon,,28801,35.58225,-82.55814,Entire home/apt,85,2,197,2019-11-24,4.27,2,166
2254521,The Mimosa Room/private entrance/private bath.,546222,Martha,,28806,35.56893,-82.56834,Private room,50,2,31,2019-03-30,0.44,1,242
2283071,"Serene Cozy Getaway, Walk to West Avl.",4836597,Karen,,28806,35.57816,-82.60315,Private room,50,1,44,2019-11-04,0.64,1,220
2295996,Charming Downtown,7535860,Rita,,28801,35.60207,-82.55885,Private room,73,1,477,2019-11-13,6.80,3,267
2296152,Victorian Cottage Downtown Green Rm,7535860,Rita,,28801,35.60403,-82.56101,Private room,73,1,697,2019-11-13,9.91,3,353
2326086,Downtown Artist Loft,2307713,Krista,,28801,35.59652,-82.55233,Entire home/apt,169,1,362,2019-11-24,5.13,3,332
2411109,Victorian Cottage Downtown Blue Rm,7535860,Rita,,28801,35.60048,-82.55759,Private room,74,1,738,2019-11-10,10.68,3,347
2432326,Heaven Zen (guest house),12432758,Theresa,,28804,35.6163,-82.55864,Entire home/apt,89,1,205,2019-11-09,2.93,2,352
2432333,Laurelwood,12430753,Anne,,28805,35.59171,-82.51076,Entire home/apt,100,2,82,2019-11-24,2.59,1,85
2454666,"The Hideaway, W. Asheville.  2 BR Apt w/ Hot Tub!",10240937,Joe,,28806,35.57943,-82.58682,Entire home/apt,140,2,177,2019-11-27,2.56,1,323
2477628,RIVER ARTS ECO-COTTAGE - CLOSE TO DOWNTOWN,8035294,Alicia,,28801,35.58939,-82.56782,Entire home/apt,90,30,165,2019-11-04,2.40,1,130
2569529,Downtown Asheville 2 bed/2bath unit for rent,8671251,Heather,,28801,35.60045,-82.55587,Entire home/apt,2500,180,12,2016-07-04,0.17,1,365
2605869,Cozy place 6.5 miles to Downtown & Biltmore ~Views,9385592,Kelsey,,28805,35.61582,-82.48318,Entire home/apt,375,2,32,2019-11-17,0.46,3,167
2607570,New Cozy Garage Apt/ Great Location,13238922,Irma,,28801,35.60606,-82.54351,Entire home/apt,79,30,61,2019-11-07,0.90,1,211
2624781,Tudor Charmer 2 Miles from Downtown,1092030,Justin,,28803,35.58103,-82.53334,Entire home/apt,195,3,1,2014-05-27,0.01,1,0
2643168,Luxurious B&B Room Steps to Downtown Asheville,13532421,Frank,,28801,35.60401,-82.55042,Private room,999,1,1,2016-12-13,0.03,9,0
2691057,SweetSuite in Grand West Asheville Home,13773106,Fran,,28806,35.57529,-82.59529,Private room,65,3,137,2019-11-17,2.02,1,357
2708104,"ROMANTIC,FIREPLACE, BALCONY, KBED, #1 LOCATION",11297481,Julie,,28801,35.61231,-82.55362,Entire home/apt,80,1,185,2019-11-10,2.71,2,24
2842035,Sophie's Hideaway - Charming Log Cabin,14537196,Nancy,,28805,35.57961,-82.47513,Entire home/apt,190,2,27,2019-10-09,0.41,1,158
2925486,Trendy golfcourse apt-Near all-NO clean/pet fee,14937363,Melanie,,28805,35.58693,-82.50327,Entire home/apt,99,1,245,2019-11-16,3.62,1,331
2943116,Beautiful W.Asheville Apartment 12 min to downtown,15025836,Robert,,28806,35.5545,-82.6244,Entire home/apt,100,2,168,2019-11-17,2.50,1,333
2949571,Happy Haven ART Studio Sanctuary -NoCleaningFee :),15056995,Celeste & Esiris,,28806,35.59595,-82.63034,Entire home/apt,97,1,216,2019-11-03,3.22,1,359
3040444,Private Suite. 10 min walk to Town,12874214,David,,28801,35.60277,-82.55587,Entire home/apt,105,1,407,2019-11-27,6.09,3,341
3066648,COZY RIVER ARTS COTTAGE,15605872,Alicia And Karen,,28801,35.59215,-82.5664,Entire home/apt,40,30,179,2019-07-28,2.68,1,83
3084395,Modern Tree Top Bungalow!!,15694798,Josh,,28804,35.6241,-82.53003,Entire home/apt,135,1,256,2019-11-11,3.83,3,338
3095136,Spivey Mountain Cabin w/Hot Tub!!,15694798,Josh,,28806,35.59519,-82.63967,Entire home/apt,160,1,293,2019-11-23,4.36,3,299
3116699,Asheville Modern Round House,15694798,Josh,,28804,35.62352,-82.52959,Entire home/apt,175,1,253,2019-11-10,3.93,3,311
3220474,Guest Room: Mountainside Private Room & Pvt. Bath,16296123,Allison & Peter,,28803,35.49069,-82.51348,Private room,45,1,553,2019-11-25,8.36,3,171
3225871,Little forest 5 mins from airport,16293519,Ellen,,28732,35.4394,-82.50569,Entire home/apt,29,1,91,2019-09-16,2.12,1,0
3244166,"Princess Anne, Free Breakfast & Happy Hour",16412724,Anne,,28801,35.6018,-82.54328,Hotel room,199,1,18,2019-10-15,0.70,2,270
3268055,Cedar Springs Farm- Apartment,167473,Kelly,,28806,35.58751,-82.63689,Entire home/apt,68,2,138,2019-11-03,2.09,3,0
3300523,Beautiful 1BR Close to Downtown,16669723,Ari,,28804,35.60122,-82.5396,Entire home/apt,140,30,203,2018-05-16,3.09,1,0
3314819,Basement: Mountainside Private Room & Private Bath,16296123,Allison & Peter,,28803,35.49099,-82.51287,Private room,35,1,686,2019-11-24,10.37,3,147
3322161,Sweet West Asheville Bungalow Monthly Rental,3039083,Chloe,,28806,35.57949,-82.58714,Entire home/apt,140,30,4,2016-08-20,0.09,2,0
3369973,Nana's Place is minutes from EVERYTHING!,12087030,"Marie, Andrew & Sue",,28803,35.58317,-82.54643,Entire home/apt,140,2,120,2019-11-17,2.91,1,135
3390324,1 br Cottage close to downtown,16655504,John & Carla,,28801,35.60188,-82.5502,Entire home/apt,75,30,43,2016-04-22,0.66,1,331
3404146,"Modern, Comfortable 2BR; Walk Downtown!",17167852,Jeff,,28801,35.60669,-82.54728,Entire home/apt,279,3,66,2019-11-10,1.05,2,253
3405282,The Cabin In Grove Park,17173574,Scott & Catherine,,28801,35.61122,-82.54473,Entire home/apt,75,29,9,2019-08-12,0.17,1,158
3439245,Vacation in Asheville,17308817,Alana,,28801,35.60061,-82.55857,Entire home/apt,245,2,102,2018-11-08,1.55,1,0
3454237,Asheville Mtn. Retreat,6619953,Becky,,28805,35.59006,-82.50414,Entire home/apt,100,30,76,2018-03-31,1.16,1,300
3522134,West Asheville 3 BR/2BA with great outdoor space,17736312,Melissa & Ron,,28806,35.58501,-82.60828,Entire home/apt,65,30,94,2018-09-18,1.44,1,298
3522532,Quiet Luxurious Studio-Guest House,4846203,Zak & Iz,,28806,35.58012,-82.60711,Entire home/apt,70,30,172,2019-08-10,2.70,2,108
3529241,"Walk to Downtown, Mid-Century Modern",17767321,Jc,,28801,35.60233,-82.56226,Entire home/apt,87,2,248,2019-11-17,3.86,1,13
3563156,"Sweet Room and Porch ,Own Entrance And Bath",653292,Joann,,28806,35.57729,-82.60579,Private room,47,2,103,2019-11-12,1.59,1,350
3563399,The Golden Nook,10654807,Michelle,,28801,35.60983,-82.56056,Entire home/apt,78,1,251,2019-11-25,3.85,2,321
3569949,"Dog Friendly, 5 Minutes to Downtown, Walk to Yoga",17974144,Peggy,,28804,35.63273,-82.5769,Entire home/apt,119,1,109,2019-11-24,4.05,2,338
3590634,Cozy Cabin by Mountain Stream,18089084,Patricia,,28803,35.54661,-82.4924,Entire home/apt,98,2,151,2019-10-27,2.32,2,342
3649639,Cheerful Home In Historic Downtown Asheville,18450336,Michele,,28801,35.60815,-82.56361,Entire home/apt,70,1,353,2019-11-27,5.43,2,265
3654375,Sassy Purple Cottage!,11336944,Sharon,,28801,35.60961,-82.56742,Entire home/apt,125,120,50,2016-07-04,0.77,2,365
3741771,Urban Oasis in heart of W-AVL with Private hot tub,2392127,David And Melissa,,28806,35.57965,-82.58172,Entire home/apt,135,1,266,2019-11-10,4.16,3,349
3741932,VACATION LIKE A LOCAL.... Ideal spot!!,19133972,Andrea,,28806,35.58627,-82.57852,Entire home/apt,275,1,64,2018-05-28,1.00,2,179
3767793,WEST Asheville Mountain View’s 7.2 Mile to DT AVL,9385592,Kelsey,,28806,35.63595,-82.6494,Entire home/apt,299,2,69,2019-11-10,1.07,3,22
3812545,"Peaceful, Spacious Mountain Retreat",19600149,Jenna And Chris,,28805,35.61254,-82.47409,Entire home/apt,125,1,453,2019-11-26,7.02,1,319
3868452,Peaceful Log Home Minutes to Downtown Asheville,19697970,Stacey,,28806,35.61309,-82.59688,Entire home/apt,245,3,135,2019-11-14,2.25,1,338
3868910,The Henhouse,19977236,Louisa,,28801,35.59157,-82.56673,Entire home/apt,120,2,232,2019-11-17,3.62,1,260
3888565,"Grove Park, Private Bath, Views, 8 min to Downtown",20115578,John,,28804,35.62917,-82.53909,Private room,89,1,130,2019-10-20,2.08,2,362
3888845,THE MASTER ~ 50 SHADES OF 5* ~ HOT-TUB ~ DWTN 2M,1994122,Marc & Fay,,28805,35.61288,-82.52512,Private room,59,1,379,2019-11-25,5.97,9,0
3889212,Garage apartment close to downtown,1482216,Marilyn,,28806,35.5989,-82.59319,Entire home/apt,90,2,61,2019-09-03,0.95,2,235
3893957,BEAUTIFUL RANCH HOME WALKING DISTANCE TO LAKE,20153731,Mary,,28804,35.63144,-82.57171,Entire home/apt,195,2,12,2018-11-11,0.19,1,356
3945733,"Romantic Vintage Studio, Close to Downtown",20447538,April,,28801,35.61053,-82.55582,Entire home/apt,77,1,331,2019-10-28,5.28,2,330
3961524,Grove Park Master Suite with View near Downtown,20115578,John,,28804,35.62936,-82.53774,Private room,99,1,157,2019-10-19,2.46,2,362
3968877,Fabulous Studio 7 min to downtown!,11584674,Callie,,28804,35.62881,-82.57323,Entire home/apt,105,2,113,2019-11-17,1.78,1,352
3986614,Private Cottage in N. Asheville...,5656896,Michael,,28804,35.62363,-82.56109,Entire home/apt,75,1,273,2019-11-10,4.94,2,300
3990524,Sweet room in W. Asheville bungalow,1676385,Pamella,,28806,35.58006,-82.58663,Private room,40,1,139,2019-10-27,2.18,1,362
4021238,Delightful Bungalow By Downtown,2363548,Ami & Jason,,28801,35.60314,-82.55837,Entire home/apt,145,3,7,2018-12-27,0.11,1,0
4045013,Bittersweet Cottage - It's All About The View!,20973612,Matthew,,28804,35.65451,-82.54203,Entire home/apt,280,2,131,2019-11-24,2.19,2,281
4054144,Montford Home with Hot Tub - Walk to Downtown,1304949,Michael,,28801,35.60328,-82.55942,Entire home/apt,197,2,9,2018-08-05,0.14,1,0
4108784,Everything Zen,3221035,Mark,,28804,35.62284,-82.60681,Entire home/apt,99,2,269,2019-11-25,4.29,1,342
4124504,Forest Hill Bungalow,11006041,Shari,,28803,35.57347,-82.53753,Entire home/apt,99,2,291,2019-11-18,4.70,1,351
4129119,Bungalow and BBQ,21420468,Christine,,28804,35.6154,-82.5552,Private room,68,1,385,2019-11-16,6.24,1,161
4145255,Colorful W.AVL w/Top Reviews; Perfect for families,21504355,Sarah And Russ,,28806,35.5767,-82.57046,Private room,72,2,109,2019-11-04,1.73,1,271
4173713,The Suite at Bittersweet,20973612,Matthew,,28804,35.65384,-82.54235,Entire home/apt,240,2,56,2019-11-24,0.98,2,320
4182500,Convenient Bed & Bath near Downtown,21698105,Svitlana,,28803,35.56019,-82.50709,Private room,75,1,264,2019-11-10,4.23,2,348
4183263,Stardust Sprinkles in the Hoon's Moon Room,21702976,"Amy, Rain, Melissa",,28801,35.60363,-82.55172,Private room,65,2,335,2019-11-24,5.37,2,323
4191204,Pineapple Paradise!,21702976,"Amy, Rain, Melissa",,28801,35.6045,-82.55213,Private room,65,2,442,2019-11-24,7.07,2,350
4241484,Charming Cozy Home near Biltmore & Parkway,352405,Molly Rose,,28803,35.54616,-82.51704,Entire home/apt,125,2,162,2019-11-17,2.67,2,168
4249688,"Beer Themed, walkable to West AVL w/ Porch & Yard",5804140,Shawndra,,28806,35.57753,-82.60998,Entire home/apt,89,1,346,2019-11-13,5.69,1,353
4285157,Nana's Nest,637074,Johanna,,28805,35.58618,-82.50221,Private room,50,2,24,2019-10-28,0.38,4,327
4304358,Nana's nest 3,637074,Johanna,,28805,35.58734,-82.50301,Private room,55,2,40,2019-11-03,0.68,4,364
4304361,Nana's Nest 2,637074,Johanna,,28805,35.58645,-82.50309,Private room,75,2,44,2019-11-11,0.70,4,364
4311472,Serene stay-4miles away: dwntwn/play,22380549,Anita,,28805,35.58888,-82.5174,Private room,78,1,151,2019-10-21,2.59,1,349
4362574,"Asheville, Private Suite 750 Sq/Ft",21655755,Chris & Aubrey,,28806,35.58908,-82.62075,Entire home/apt,169,3,50,2019-11-10,0.81,1,344
4374951,Funky Log Cabin Suite,4496289,Lynda,,28704,35.46541,-82.5171,Entire home/apt,54,1,0,,,3,328
4375081,Funky Log Cabin close in,4496289,Lynda,,28704,35.4475,-82.51313,Entire home/apt,80,1,181,2019-11-23,2.94,3,136
4394670,Sweet Suite,22813406,Beth,,28804,35.63595,-82.53366,Entire home/apt,59,1,197,2019-10-28,3.18,1,348
4394761,"Bohemian Retreat: vintage tub, deck, near downtown",20447538,April,,28801,35.61244,-82.55724,Entire home/apt,86,1,182,2019-11-09,3.21,2,328
4429169,Cozy Bedroom/Bath Near Downtown!,2990442,Kendal & Parker,,28803,35.54997,-82.48095,Private room,75,2,156,2019-11-04,2.62,1,333
4448604,"LG Private Rm, Mini Kitchen and Bathroom!",5656896,Michael,,28804,35.62234,-82.56162,Entire home/apt,49,1,293,2019-11-12,5.59,2,276
4510499, Lovely 3 bdrm 2 bath Kenilworth,14079532,Jenny,,28803,35.57564,-82.54149,Entire home/apt,150,1,0,,,1,0
4515772, Views of Downtown and Mountains,17363326,Michael,,28801,35.59191,-82.54488,Entire home/apt,200,30,70,2019-11-01,1.14,1,180
4547909,Your Spacious Haven in West Asheville,20072395,Mara & Ed,,28806,35.57477,-82.60111,Entire home/apt,100,1,4,2019-11-17,4,1,60
4583056,2BR; Walk Downtown! 3 week minimum,17167852,Jeff,,28801,35.60619,-82.54947,Entire home/apt,195,21,16,2019-06-15,0.29,2,303
